Sex code,Date of birth,Marital status,Household status,Ethnic Origin,Disability,No of TV Sets,No of VCRs,No of PVRs,No of DVDs,Social Class,Presence of Children,Number of DVD Recorders,Number of DVD Players,Number of Sky PVRs,Number of other PVRs,Broadband,Aire@Morning,Aire@Daytime,Aire@Early Fringe,Aire@Late Fringe,Aire@Prime,Aire@Late Night,Aire@Overnight,Cable@Morning,Cable@Daytime,Cable@Early Fringe,Cable@Late Fringe,Cable@Prime,Cable@Late Night,Cable@Overnight,Deportes@Morning,Deportes@Daytime,Deportes@Early Fringe,Deportes@Late Fringe,Deportes@Prime,Deportes@Late Night,Deportes@Overnight,Infantil@Morning,Infantil@Daytime,Infantil@Early Fringe,Infantil@Late Fringe,Infantil@Prime,Infantil@Late Night,Infantil@Overnight
1,1961-04-01,2,4,1,1,1,1,0,1,E ,1,0,1,0,0,1,686.0,1796.0,269.0,1350.0,2406.0,150.0,0.0,95.0,464.0,278.0,416.0,836.0,321.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1945-10-01,1,2,1,3,2,0,1,0,C1,1,0,0,0,1,1,0.0,758.0,1003.0,1963.0,2424.0,42.0,40.0,0.0,840.0,151.0,819.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1970-04-01,1,2,1,3,2,0,0,2,C1,1,1,1,0,0,1,0.0,54.0,155.0,478.0,1059.0,48.0,0.0,93.0,208.0,120.0,427.0,656.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,31.0,0.0
2,1960-04-01,2,4,1,3,2,0,1,2,D ,1,0,2,0,1,1,489.0,438.0,992.0,1803.0,1749.0,0.0,195.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1950-07-01,1,2,1,3,3,0,1,1,C1,1,0,1,1,0,1,703.0,2402.0,1884.0,844.0,424.0,0.0,0.0,4.0,517.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1986-04-01,1,1,1,3,2,0,0,1,C2,2,0,1,0,0,1,77.0,19.0,0.0,192.0,707.0,0.0,0.0,25.0,9.0,0.0,151.0,152.0,73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,1.0,41.0
2,2004-05-01,2,1,1,3,2,1,1,3,C1,5,0,3,1,0,1,20.0,1.0,52.0,10.0,0.0,0.0,0.0,175.0,55.0,33.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1967-11-01,1,3,1,3,1,0,1,1,C2,5,0,1,1,0,1,111.0,345.0,154.0,604.0,1069.0,53.0,16.0,263.0,50.0,161.0,472.0,409.0,369.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1972-06-01,1,3,1,3,1,0,1,0,AB,3,0,0,0,1,1,136.0,339.0,138.0,429.0,1212.0,128.0,188.0,56.0,49.0,0.0,0.0,4.0,22.0,11.0,9.0,224.0,149.0,49.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1966-11-01,2,4,8,1,1,1,0,1,E ,1,0,1,0,0,1,94.0,478.0,262.0,15.0,85.0,1.0,0.0,3.0,305.0,270.0,415.0,285.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2006-01-01,2,1,12,3,1,0,1,1,C2,5,0,1,0,1,1,0.0,15.0,43.0,156.0,134.0,0.0,0.0,0.0,12.0,1.0,139.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1982-06-01,1,2,1,3,1,0,1,0,AB,1,0,0,1,0,1,138.0,499.0,134.0,578.0,1407.0,15.0,922.0,3.0,8.0,0.0,13.0,1074.0,126.0,26.0,0.0,118.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2009-11-01,2,1,1,3,2,0,2,0,AB,3,0,0,2,0,1,0.0,33.0,85.0,0.0,0.0,0.0,0.0,0.0,5.0,62.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,161.0,98.0,0.0,0.0,0.0,36.0
1,1953-04-01,1,3,1,2,3,0,1,2,C1,1,0,2,1,0,1,259.0,485.0,681.0,864.0,2135.0,305.0,44.0,2.0,161.0,1.0,0.0,433.0,636.0,145.0,0.0,243.0,498.0,61.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2005-07-01,2,1,5,3,1,0,1,0,AB,6,0,0,0,1,1,0.0,1.0,57.0,44.0,0.0,0.0,0.0,0.0,40.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,4.0,0.0,90.0,45.0,0.0,0.0,1.0
2,1989-10-01,1,4,1,3,2,0,0,0,AB,1,0,0,0,0,1,96.0,240.0,198.0,320.0,395.0,0.0,0.0,0.0,3.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1990-06-01,2,1,1,3,1,0,1,0,C1,1,0,0,0,1,1,0.0,7.0,0.0,0.0,11.0,71.0,0.0,0.0,6.0,0.0,0.0,6.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1961-12-01,2,4,9,2,1,0,1,0,E ,1,0,0,0,1,1,0.0,79.0,219.0,817.0,1766.0,209.0,1.0,255.0,190.0,97.0,365.0,1955.0,319.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1947-03-01,1,3,1,3,6,0,2,4,D ,1,0,4,1,1,1,412.0,569.0,619.0,139.0,228.0,125.0,4.0,308.0,312.0,179.0,571.0,943.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1965-01-01,1,1,1,3,1,1,1,1,C2,1,0,1,1,0,1,76.0,213.0,252.0,503.0,1591.0,7.0,235.0,45.0,217.0,57.0,214.0,1327.0,1.0,4.0,275.0,698.0,119.0,364.0,301.0,132.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1984-11-01,1,2,1,3,5,0,1,2,C1,7,0,2,1,0,1,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1993-05-01,1,2,1,3,1,0,1,1,C1,1,0,1,1,0,1,0.0,65.0,2.0,246.0,240.0,0.0,0.0,0.0,156.0,485.0,492.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1998-11-01,2,1,1,3,4,0,3,3,AB,5,0,3,3,0,1,2.0,1.0,65.0,0.0,295.0,6.0,0.0,34.0,424.0,245.0,271.0,297.0,30.0,121.0,0.0,3.0,0.0,0.0,0.0,121.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1949-09-01,2,2,1,3,2,0,2,1,D ,1,0,1,2,0,1,1640.0,806.0,2016.0,2511.0,1163.0,11.0,961.0,2.0,986.0,701.0,875.0,336.0,229.0,130.0,0.0,0.0,0.0,49.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2003-09-01,2,1,1,3,2,0,1,0,D ,6,0,0,1,0,1,0.0,0.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,1.0,118.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1973-10-01,1,3,6,3,1,0,1,0,C1,6,0,0,1,0,1,49.0,1077.0,432.0,1122.0,918.0,60.0,0.0,325.0,1134.0,612.0,706.0,1588.0,396.0,0.0,58.0,706.0,432.0,116.0,949.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1943-07-01,1,3,1,3,3,0,1,1,C1,1,0,1,1,0,1,2646.0,3657.0,963.0,2252.0,3477.0,96.0,19.0,574.0,641.0,98.0,198.0,423.0,24.0,0.0,231.0,108.0,78.0,84.0,221.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1969-11-01,1,2,1,3,3,0,1,3,C2,5,2,1,1,0,1,0.0,0.0,78.0,212.0,853.0,90.0,0.0,0.0,5.0,2.0,5.0,708.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1994-09-01,2,1,1,3,1,0,1,1,D ,1,0,1,1,0,1,0.0,17.0,1125.0,801.0,222.0,0.0,0.0,0.0,43.0,251.0,113.0,5.0,0.0,0.0,0.0,35.0,0.0,62.0,12.0,0.0,0.0,0.0,240.0,96.0,99.0,0.0,0.0,0.0
1,1975-07-01,1,3,1,3,1,0,1,1,AB,1,0,1,0,1,1,0.0,0.0,199.0,563.0,1254.0,108.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1968-12-01,1,2,3,3,2,0,1,1,C2,5,0,1,0,1,1,0.0,208.0,93.0,222.0,28.0,0.0,0.0,148.0,677.0,615.0,1192.0,426.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2014-02-01,2,1,1,3,1,0,1,0,AB,3,0,0,0,1,1,98.0,0.0,48.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,4.0,15.0,0.0,10.0,10.0
1,1961-03-01,1,3,1,3,2,0,1,0,C2,1,0,0,0,1,1,260.0,370.0,129.0,187.0,835.0,377.0,0.0,105.0,124.0,22.0,90.0,192.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1930-10-01,2,4,1,3,1,0,0,1,E ,1,0,1,0,0,2,356.0,1368.0,0.0,2180.0,1156.0,1.0,1162.0,0.0,3447.0,1166.0,179.0,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1953-10-01,1,3,1,1,2,0,1,2,C1,1,0,2,1,0,1,1292.0,816.0,1025.0,1919.0,1154.0,181.0,1299.0,357.0,2785.0,506.0,750.0,474.0,89.0,67.0,54.0,663.0,201.0,199.0,356.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1957-08-01,1,4,1,3,2,0,1,1,C2,1,0,1,0,1,1,1230.0,2150.0,765.0,2065.0,1367.0,297.0,97.0,184.0,569.0,677.0,1523.0,1197.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1974-12-01,1,2,1,3,1,0,1,1,AB,1,0,1,0,1,1,0.0,71.0,248.0,518.0,1387.0,110.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1974-03-01,1,4,1,3,4,0,1,2,C2,3,0,2,0,1,1,5088.0,5446.0,1799.0,1262.0,1347.0,0.0,658.0,4.0,12.0,39.0,61.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1977-02-01,2,4,1,3,1,0,1,1,AB,1,0,1,0,1,1,0.0,188.0,234.0,77.0,1701.0,222.0,28.0,0.0,25.0,1.0,55.0,670.0,82.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0
2,1974-09-01,1,4,1,3,6,0,2,4,AB,7,0,4,0,2,1,0.0,401.0,161.0,402.0,471.0,0.0,0.0,6.0,2.0,97.0,110.0,115.0,0.0,0.0,0.0,151.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,10.0,23.0,0.0,0.0
2,1963-04-01,1,2,1,3,1,0,1,0,C1,1,0,0,1,0,1,1.0,263.0,265.0,661.0,515.0,158.0,0.0,117.0,412.0,114.0,461.0,1485.0,61.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2,1954-10-01,2,4,1,3,1,0,0,1,D ,1,0,1,0,0,1,1320.0,2709.0,257.0,2256.0,1454.0,0.0,541.0,236.0,2711.0,1899.0,671.0,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1946-09-01,1,3,1,3,1,0,0,1,D ,1,0,1,0,0,1,1928.0,3249.0,1532.0,602.0,1805.0,1983.0,1318.0,262.0,1513.0,351.0,304.0,507.0,404.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2,1971-11-01,1,4,1,3,2,0,2,1,C1,5,0,1,2,0,1,35.0,107.0,0.0,128.0,344.0,56.0,0.0,20.0,418.0,0.0,462.0,965.0,410.0,121.0,2.0,455.0,137.0,845.0,395.0,4.0,0.0,63.0,190.0,7.0,84.0,9.0,3.0,22.0
1,1963-07-01,1,1,2,3,2,0,1,2,C1,1,0,2,1,0,1,0.0,87.0,3.0,698.0,901.0,140.0,0.0,0.0,139.0,327.0,56.0,532.0,274.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1983-11-01,1,2,1,3,1,0,1,0,AB,4,0,0,0,1,1,10.0,3.0,1.0,321.0,176.0,24.0,30.0,159.0,5.0,60.0,3.0,79.0,11.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,26.0,0.0,0.0,0.0
2,1977-02-01,2,4,1,3,2,0,1,0,C1,3,0,0,1,0,1,98.0,19.0,58.0,267.0,417.0,69.0,0.0,94.0,178.0,0.0,0.0,309.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,318.0,130.0,296.0,218.0,0.0,0.0
2,1988-04-01,1,2,1,3,1,0,0,0,AB,2,0,0,0,0,1,0.0,25.0,28.0,2.0,264.0,0.0,0.0,0.0,3.0,122.0,17.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2004-09-01,2,1,1,3,3,0,2,0,AB,5,0,0,0,2,1,0.0,0.0,0.0,8.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1964-02-01,1,2,1,3,4,0,1,3,AB,1,0,3,0,1,1,638.0,1077.0,549.0,1365.0,1361.0,0.0,0.0,1.0,42.0,0.0,91.0,107.0,0.0,0.0,0.0,0.0,0.0,170.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1976-08-01,1,1,10,3,3,0,0,0,D ,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1,1958-09-01,2,4,1,3,2,0,0,1,C1,1,0,1,0,0,1,165.0,5.0,0.0,15.0,117.0,1.0,0.0,456.0,1765.0,109.0,207.0,917.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1965-10-01,1,2,1,3,2,0,0,1,AB,5,0,1,0,0,1,0.0,0.0,0.0,43.0,78.0,60.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1942-08-01,1,2,1,3,2,0,2,1,C2,1,1,0,2,0,1,56.0,554.0,922.0,536.0,344.0,144.0,0.0,135.0,932.0,95.0,898.0,1595.0,157.0,0.0,0.0,1063.0,145.0,68.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1989-05-01,2,4,1,3,1,0,1,1,AB,1,0,1,1,0,1,0.0,10.0,173.0,542.0,552.0,4.0,0.0,157.0,931.0,392.0,434.0,953.0,121.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1946-08-01,1,3,1,3,1,1,1,1,C1,1,1,1,0,1,1,264.0,2719.0,1314.0,2219.0,3907.0,1126.0,418.0,75.0,1037.0,234.0,93.0,381.0,383.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1970-02-01,1,2,1,3,1,0,1,1,D ,5,0,1,1,0,1,2082.0,760.0,187.0,945.0,1807.0,20.0,0.0,57.0,439.0,4.0,443.0,1055.0,243.0,0.0,3.0,47.0,76.0,27.0,46.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2,1976-08-01,1,2,3,3,1,0,1,0,AB,3,0,0,1,0,1,0.0,219.0,308.0,1319.0,431.0,146.0,129.0,5.0,122.0,135.0,428.0,1615.0,208.0,4.0,0.0,0.0,68.0,23.0,151.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2,1949-07-01,2,4,1,3,1,0,1,1,AB,1,1,0,0,1,1,726.0,3103.0,1359.0,1902.0,2965.0,496.0,0.0,1547.0,2439.0,964.0,2090.0,1221.0,1076.0,160.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1991-10-01,2,1,1,3,3,0,2,2,E ,4,0,2,2,0,1,0.0,1.0,5.0,913.0,626.0,0.0,0.0,1.0,94.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
2,1963-06-01,1,2,10,1,3,0,2,0,C1,1,0,0,0,2,1,2.0,43.0,18.0,97.0,242.0,113.0,44.0,0.0,247.0,177.0,290.0,938.0,28.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1970-08-01,1,4,1,3,1,0,1,0,C1,1,0,0,1,0,2,246.0,224.0,686.0,2641.0,1987.0,33.0,208.0,821.0,2058.0,536.0,219.0,2231.0,1289.0,3526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2000-08-01,2,1,1,3,2,0,1,0,D ,1,0,0,1,0,1,262.0,1439.0,1512.0,2057.0,1131.0,93.0,23.0,228.0,2409.0,754.0,139.0,563.0,165.0,451.0,71.0,557.0,141.0,40.0,35.0,0.0,55.0,497.0,230.0,156.0,5.0,66.0,5.0,0.0
1,1967-12-01,1,3,1,3,3,0,3,1,C2,1,0,1,2,1,1,200.0,288.0,443.0,1544.0,1815.0,35.0,466.0,0.0,0.0,0.0,32.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1966-01-01,1,2,1,3,1,0,1,1,AB,1,0,1,1,0,1,9.0,1.0,0.0,44.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,46.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1962-10-01,1,3,6,3,1,0,1,0,AB,1,0,0,1,0,1,311.0,1271.0,372.0,604.0,1201.0,112.0,175.0,7.0,194.0,277.0,412.0,339.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1948-10-01,2,4,1,1,2,0,1,0,E ,1,0,0,0,1,1,103.0,133.0,313.0,342.0,517.0,285.0,38.0,258.0,2080.0,1443.0,1944.0,1867.0,1866.0,2738.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1957-10-01,1,1,1,3,4,0,1,3,D ,1,0,3,1,0,1,106.0,867.0,566.0,507.0,1011.0,222.0,22.0,2176.0,2919.0,1131.0,2554.0,3140.0,562.0,340.0,693.0,1221.0,88.0,73.0,483.0,20.0,191.0,81.0,7.0,0.0,67.0,0.0,0.0,0.0
1,2012-06-01,2,1,7,3,1,0,1,0,AB,7,0,0,1,0,1,25.0,48.0,70.0,166.0,143.0,0.0,0.0,267.0,587.0,384.0,272.0,170.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,28.0,0.0,3.0,0.0,0.0
2,1924-04-01,2,4,1,2,2,1,1,1,C1,1,0,1,0,1,1,8.0,1816.0,612.0,1384.0,1216.0,34.0,0.0,0.0,442.0,402.0,330.0,1797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1955-01-01,2,1,2,3,1,0,1,1,D ,5,0,1,0,1,1,198.0,436.0,48.0,82.0,69.0,0.0,0.0,409.0,600.0,209.0,144.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1977-10-01,1,2,1,3,1,0,1,0,C1,1,0,0,1,0,1,0.0,72.0,83.0,32.0,353.0,213.0,101.0,0.0,0.0,3.0,34.0,277.0,15.0,0.0,0.0,5.0,44.0,33.0,25.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1973-12-01,1,2,1,3,4,0,3,0,AB,7,0,0,3,0,1,2365.0,1784.0,1178.0,632.0,1379.0,58.0,206.0,88.0,272.0,58.0,4.0,37.0,2.0,0.0,3.0,0.0,1.0,82.0,88.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1958-01-01,1,2,1,2,2,0,0,1,C1,1,0,1,0,0,1,425.0,758.0,822.0,2544.0,1887.0,101.0,5.0,0.0,348.0,188.0,100.0,42.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1951-04-01,2,4,1,3,1,0,0,0,C1,1,0,0,0,0,1,866.0,386.0,107.0,99.0,945.0,43.0,0.0,40.0,3440.0,1541.0,2468.0,2552.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1978-05-01,1,4,1,3,2,0,1,2,AB,3,0,2,1,0,1,0.0,450.0,117.0,475.0,1371.0,90.0,0.0,171.0,24.0,0.0,193.0,1274.0,312.0,11.0,1.0,19.0,6.0,51.0,501.0,0.0,0.0,40.0,1.0,0.0,3.0,0.0,0.0,0.0
1,2011-12-01,2,1,1,3,1,0,1,1,C2,7,0,1,0,1,1,42.0,254.0,564.0,434.0,361.0,0.0,0.0,0.0,246.0,475.0,1212.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,123.0,101.0,0.0,0.0,0.0
2,1945-08-01,1,1,6,3,3,0,3,3,AB,1,0,3,3,0,1,5.0,17.0,1.0,6.0,65.0,16.0,0.0,284.0,1245.0,348.0,364.0,245.0,51.0,0.0,2.0,202.0,109.0,276.0,130.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
2,1943-04-01,2,4,1,3,1,0,0,1,D ,1,0,1,0,0,1,0.0,98.0,548.0,3389.0,4248.0,115.0,8.0,0.0,0.0,19.0,29.0,74.0,171.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1974-10-01,2,1,2,3,5,4,2,5,C1,1,0,5,0,2,1,625.0,23.0,171.0,247.0,892.0,301.0,96.0,644.0,144.0,115.0,95.0,250.0,342.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1972-11-01,2,4,1,3,2,0,0,0,D ,1,0,0,0,0,1,415.0,907.0,609.0,155.0,1232.0,731.0,831.0,140.0,153.0,87.0,0.0,726.0,1420.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1995-05-01,2,1,1,3,5,0,2,0,C1,1,0,0,0,2,1,25.0,55.0,493.0,2073.0,617.0,35.0,0.0,0.0,255.0,321.0,219.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1998-06-01,2,1,1,3,5,0,0,3,C2,5,0,3,0,0,1,0.0,11.0,27.0,0.0,60.0,0.0,1.0,156.0,1007.0,486.0,953.0,1409.0,6.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1979-10-01,1,3,1,3,2,0,1,1,C1,4,0,1,1,0,1,260.0,25.0,40.0,767.0,694.0,0.0,0.0,3.0,188.0,1.0,10.0,221.0,0.0,113.0,0.0,68.0,3.0,0.0,0.0,0.0,0.0,527.0,319.0,262.0,100.0,0.0,0.0,0.0
1,1973-04-01,1,3,1,3,2,0,1,1,C1,2,0,1,0,1,1,243.0,18.0,260.0,1032.0,1805.0,24.0,443.0,0.0,9.0,14.0,3.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,2.0,61.0,0.0,0.0,2.0
2,1941-10-01,2,4,1,3,2,1,0,1,D ,1,0,1,0,0,1,0.0,1698.0,1876.0,531.0,383.0,0.0,0.0,0.0,120.0,0.0,45.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1969-01-01,1,4,1,3,2,0,2,2,AB,1,0,2,0,2,1,0.0,240.0,215.0,595.0,849.0,1.0,68.0,0.0,0.0,0.0,82.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1977-07-01,1,4,1,3,2,1,0,2,C1,1,0,2,0,0,1,0.0,138.0,5.0,431.0,357.0,17.0,0.0,0.0,321.0,81.0,30.0,277.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
